time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2004-08-16-11; 0.8449; 5.4238
2004-08-16-12; 0.8962; 5.3992
2004-08-16-13; 1.0207; 5.5844
2004-08-16-14; 1.1208; 5.9236
2004-08-16-15; 0.9813; 5.8052
2004-08-16-16; 1.0556; 5.8453
2004-08-16-17; 0.9626; 5.7474
2004-08-16-18; 0.9203; 5.6663
2004-08-16-19; 0.9109; 5.5406
2004-08-16-20; 0.7597; 5.2313
2004-08-16-21; 0.9203; 5.3661
2004-08-16-22; 0.7782; 5.0132
2004-08-16-23; 0.7833; 5.0807
2004-08-17-00; 0.7038; 5.0100
2004-08-17-01; 0.5857; 4.8764
2004-08-17-02; 0.6293; 5.3961
2004-08-17-03; 0.5516; 5.0437
2004-08-17-04; 0.5552; 4.9090
2004-08-17-05; 0.4674; 4.4497
2004-08-17-06; 0.4622; 4.6766
2004-08-17-07; 0.4530; 4.6201
2004-08-17-08; 0.4256; 4.5237
2004-08-17-09; 0.4441; 4.5816
2004-08-17-11; 0.4180; 4.0840
2004-08-17-12; 0.4349; 4.0863
2004-08-17-13; 0.3989; 4.1660
2004-08-17-14; 0.4386; 4.4120
2004-08-17-15; 0.4122; 4.5495
2004-08-17-16; 0.4009; 4.2731
2004-08-17-17; 0.3846; 4.5622
2004-08-17-18; 0.4083; 4.0244
2004-08-17-19; 0.3735; 3.8273
2004-08-17-20; 0.3751; 3.6855
2004-08-17-21; 0.3692; 3.7276
2004-08-17-22; 0.3879; 3.7757
2004-08-17-23; 0.3664; 3.3893
2004-08-18-00; 0.3653; 3.5092
2004-08-18-01; 0.3536; 3.3589
2004-08-18-02; 0.3421; 3.4771
2004-08-18-03; 0.3724; 3.3184
2004-08-18-04; 0.4237; 3.4254
2004-08-18-05; 0.4237; 3.2972
2004-08-18-06; 0.4776; 3.2068
2004-08-18-07; 0.5029; 3.2315
2004-08-18-08; 0.5174; 3.2621
2004-08-18-09; 0.5285; 3.2463
2004-08-18-10; 0.5045; 3.3172
2004-08-18-11; 0.5159; 3.3152
2004-08-18-12; 0.5116; 3.4029
2004-08-18-13; 0.5316; 3.3910
2004-08-18-14; 0.5205; 3.3748
2004-08-18-15; 0.5559; 3.3611
2004-08-18-16; 0.5952; 3.3939
2004-08-18-17; 0.5694; 3.4600
2004-08-18-18; 0.5802; 3.4407
2004-08-18-19; 0.5701; 3.3965
2004-08-18-20; 0.5652; 3.3439
2004-08-18-21; 0.6362; 3.1251
2004-08-18-22; 0.5707; 3.2980
2004-08-18-23; 0.5743; 3.2984
2004-08-19-00; 0.5293; 3.3517
2004-08-19-01; 0.5201; 3.3493
2004-08-19-02; 0.4661; 3.3461
2004-08-19-03; 0.4256; 3.3555
2004-08-19-04; 0.4059; 3.4109
2004-08-19-05; 0.4161; 3.1983
2004-08-19-06; 0.4237; 3.1041
2004-08-19-07; 0.4635; 3.1231
2004-08-19-08; 0.5100; 2.9466
2004-08-19-09; 0.5563; 2.9411
2004-08-19-10; 0.5684; 3.0256
2004-08-19-11; 0.5383; 3.0495
2004-08-19-12; 0.5379; 3.1086
2004-08-19-13; 0.5228; 3.0385
2004-08-19-14; 0.5135; 3.1984
2004-08-19-15; 0.5025; 3.2768
2004-08-19-16; 0.4657; 3.3392
2004-08-19-17; 0.4434; 3.1842
2004-08-19-18; 0.4738; 3.3487
2004-08-19-19; 0.4379; 3.4381
2004-08-19-20; 0.4343; 3.4390
2004-08-19-21; 0.4423; 3.2848
2004-08-19-22; 0.4147; 3.3742
2004-08-19-23; 0.4261; 3.3832
2004-08-20-00; 0.4127; 3.3546
2004-08-20-01; 0.3974; 3.3653
2004-08-20-02; 0.3820; 3.4442
2004-08-20-03; 0.4171; 3.4938
2004-08-20-04; 0.3814; 3.3799
2004-08-20-05; 0.3861; 3.3043
2004-08-20-07; 0.3820; 3.3185
2004-08-20-08; 0.3867; 3.1350
2004-08-20-09; 0.3592; 3.1162
2004-08-20-11; 0.3277; 3.4051
2004-08-20-12; 0.3398; 3.5616
2004-08-20-13; 0.3178; 3.5910
2004-08-20-15; 0.3356; 3.4230
2004-08-20-16; 0.3513; 3.4257
2004-08-20-17; 0.3234; 3.3973
2004-08-20-18; 0.3320; 3.5000
2004-08-20-19; 0.3203; 3.5093
2004-08-20-20; 0.2969; 3.4138
2004-08-20-21; 0.2866; 3.5987
2004-08-20-22; 0.3127; 3.5271
2004-08-20-23; 0.3127; 3.6861
2004-08-21-00; 0.2942; 3.8220
2004-08-21-01; 0.2859; 4.1584
2004-08-21-02; 0.2894; 4.1718
2004-08-21-03; 0.2942; 4.2950
2004-08-21-04; 0.2915; 4.1570
2004-08-21-05; 0.2996; 4.1283
2004-08-21-06; 0.3023; 4.2803
2004-08-21-07; 0.3056; 4.3560
2004-08-21-08; 0.2915; 4.4860
2004-08-21-09; 0.2969; 4.3101
2004-08-21-10; 0.2887; 4.2384
2004-08-21-11; 0.2996; 4.2058
2004-08-21-12; 0.3134; 4.6962
2004-08-21-13; 0.3178; 4.0368
2004-08-21-14; 0.3016; 4.4423
2004-08-21-15; 0.3030; 4.5619
2004-08-21-16; 0.2774; 4.5608
2004-08-21-17; 0.2949; 4.3650
2004-08-21-18; 0.3153; 3.8989
2004-08-21-19; 0.3121; 4.4985
2004-08-21-20; 0.3259; 4.2372
2004-08-21-21; 0.2894; 4.1490
2004-08-21-22; 0.3234; 4.5552
2004-08-21-23; 0.2831; 4.8244
2004-08-22-00; 0.3056; 4.9899
2004-08-22-01; 0.3108; 4.9648
2004-08-22-02; 0.3153; 4.9620
2004-08-22-03; 0.3253; 4.5232
2004-08-22-04; 0.3576; 3.7570
2004-08-22-05; 0.3959; 3.7024
2004-08-22-06; 0.4494; 3.5282
2004-08-22-07; 0.4896; 3.4360
2004-08-22-08; 0.4780; 3.4173
2004-08-22-09; 0.4846; 3.3146
2004-08-22-10; 0.4665; 3.3563
2004-08-22-11; 0.5143; 3.3009
2004-08-22-12; 0.4687; 3.1455
2004-08-22-13; 0.4308; 3.3003
2004-08-22-14; 0.4214; 3.2330
2004-08-22-15; 0.4223; 3.1233
2004-08-22-16; 0.4652; 3.1442
2004-08-22-17; 0.4441; 3.2138
2004-08-22-18; 0.4855; 3.1531
2004-08-22-19; 0.4648; 3.1080
2004-08-22-20; 0.4427; 3.2021
2004-08-22-21; 0.4214; 3.2806
2004-08-22-22; 0.3697; 3.3816
2004-08-22-23; 0.3468; 3.3663
2004-08-23-00; 0.3368; 3.5481
2004-08-23-01; 0.3234; 3.7742
2004-08-23-02; 0.3427; 3.7467
2004-08-23-03; 0.3386; 3.5438
2004-08-23-04; 0.3729; 3.0904
2004-08-23-05; 0.4404; 3.0188
2004-08-23-06; 0.4669; 3.0308
2004-08-23-07; 0.6197; 2.9886
2004-08-23-08; 0.6441; 3.0495
2004-08-23-09; 0.6350; 3.0294
2004-08-23-10; 0.5946; 3.0582
2004-08-23-11; 0.6187; 3.0945
2004-08-23-12; 0.5861; 3.0826
2004-08-23-13; 0.5301; 3.1904
2004-08-23-14; 0.5274; 3.1494
2004-08-23-15; 0.5537; 3.0974
2004-08-23-16; 0.5013; 3.1881
2004-08-23-17; 0.5163; 3.1800
2004-08-23-18; 0.4565; 3.2735
2004-08-23-19; 0.4508; 3.2116
2004-08-23-20; 0.4137; 3.1815
2004-08-23-21; 0.4223; 3.3332
2004-08-23-22; 0.3999; 3.2307
2004-08-23-23; 0.4014; 3.2939
2004-08-24-00; 0.3675; 3.3637
2004-08-24-01; 0.3697; 3.4137
2004-08-24-02; 0.3473; 3.3716
2004-08-24-03; 0.3421; 3.3345
2004-08-24-04; 0.3350; 3.2176
2004-08-24-05; 0.3923; 2.8620
2004-08-24-06; 0.4552; 2.8280
2004-08-24-07; 0.4445; 2.9329
2004-08-24-08; 0.5468; 2.8565
2004-08-24-09; 0.5851; 2.9747
2004-08-24-10; 0.5837; 3.0323
2004-08-24-11; 0.6203; 3.1103
2004-08-24-12; 0.6493; 3.1661
2004-08-24-13; 0.6238; 3.1518
2004-08-24-14; 0.5986; 3.0994
2004-08-24-16; 0.6434; 3.1149
2004-08-24-17; 0.6118; 3.1057
2004-08-24-18; 0.5908; 3.1699
2004-08-24-19; 0.5398; 3.1720
2004-08-24-20; 0.5190; 3.1633
2004-08-24-21; 0.4973; 3.1098
2004-08-24-22; 0.4622; 3.3416
2004-08-24-23; 0.4494; 3.2146
2004-08-25-00; 0.4083; 3.2915
2004-08-25-01; 0.3820; 3.2863
2004-08-25-02; 0.3908; 3.2939
2004-08-25-03; 0.3559; 3.3162
2004-08-25-04; 0.3228; 3.2781
2004-08-25-05; 0.3332; 3.2498
2004-08-25-06; 0.3159; 3.3016
2004-08-25-07; 0.3615; 3.2479
2004-08-25-08; 0.3631; 3.2485
2004-08-25-09; 0.3670; 3.2498
2004-08-25-10; 0.3485; 3.2515
2004-08-25-12; 0.3841; 3.3876
2004-08-25-13; 0.3587; 3.4026
2004-08-25-14; 0.3859; 3.4695
2004-08-25-16; 0.3697; 3.5558
2004-08-25-17; 0.3675; 3.6686
2004-08-25-18; 0.3581; 3.3819
2004-08-25-19; 0.3675; 3.5368
2004-08-25-20; 0.3804; 3.6001
2004-08-25-21; 0.3804; 3.6571
2004-08-25-22; 0.3604; 3.7352
2004-08-25-23; 0.3326; 3.5537
2004-08-26-00; 0.3578; 3.9373
2004-08-26-01; 0.3108; 4.1427
2004-08-26-02; 0.2745; 4.4270
2004-08-26-03; 0.2915; 3.7709
2004-08-26-04; 0.3350; 3.7406
2004-08-26-05; 0.3209; 3.4275
2004-08-26-06; 0.3525; 3.3204
2004-08-26-07; 0.3830; 3.2777
2004-08-26-08; 0.4308; 3.5213
2004-08-26-09; 0.3923; 3.3956
2004-08-26-10; 0.3949; 3.3624
2004-08-26-11; 0.3949; 3.4122
2004-08-26-12; 0.3804; 3.3398
2004-08-26-13; 0.3620; 3.5178
2004-08-26-14; 0.3323; 3.4671
2004-08-26-15; 0.3178; 3.5805
2004-08-26-16; 0.3023; 3.5431
2004-08-26-17; 0.3617; 3.8161
2004-08-26-18; 0.3502; 3.5507
2004-08-26-19; 0.3536; 3.3982
2004-08-26-20; 0.3320; 3.2324
2004-08-26-21; 0.3772; 3.2628
2004-08-26-22; 0.3788; 3.0351
2004-08-26-23; 0.4161; 2.9863
2004-08-27-00; 0.4261; 3.0936
2004-08-27-01; 0.4147; 3.1212
2004-08-27-02; 0.4171; 3.0596
2004-08-27-03; 0.3724; 3.0564
2004-08-27-04; 0.3735; 3.1827
2004-08-27-05; 0.3697; 3.0392
2004-08-27-06; 0.3670; 3.2362
2004-08-27-07; 0.3631; 3.1670
2004-08-27-08; 0.3409; 3.1573
2004-08-27-09; 0.3191; 3.2181
2004-08-27-10; 0.2859; 3.1780
2004-08-27-11; 0.2887; 3.1877
2004-08-27-12; 0.3030; 3.2398
2004-08-27-13; 0.2686; 3.0676
2004-08-27-14; 0.2716; 3.0685
2004-08-27-15; 0.2686; 3.0009
2004-08-27-16; 0.2774; 2.7956
2004-08-27-17; 0.2859; 2.7671
2004-08-27-18; 0.2908; 2.8339
2004-08-27-19; 0.3296; 2.7881
2004-08-27-20; 0.3314; 2.8885
2004-08-27-21; 0.4171; 2.9807
2004-08-27-22; 0.3830; 3.0393
2004-08-27-23; 0.3542; 3.2305
2004-08-28-00; 0.4044; 3.2151
2004-08-28-01; 0.3450; 3.3850
2004-08-28-02; 0.3326; 3.6381
2004-08-28-03; 0.3203; 3.6459
2004-08-28-04; 0.3308; 3.8845
2004-08-28-05; 0.3253; 4.1142
2004-08-28-06; 0.2963; 4.2332
2004-08-28-07; 0.3302; 4.2948
2004-08-28-08; 0.3203; 4.0838
2004-08-28-09; 0.3350; 4.1622
2004-08-28-10; 0.3356; 4.3848
2004-08-28-11; 0.2990; 4.1888
2004-08-28-12; 0.3101; 4.3674
2004-08-28-13; 0.3491; 3.6810
2004-08-28-14; 0.2723; 4.3106
2004-08-28-15; 0.2859; 4.1347
2004-08-28-16; 0.2564; 4.3251
2004-08-28-17; 0.2508; 4.2643
2004-08-28-18; 0.2508; 4.2581
2004-08-28-19; 0.2335; 4.3694
2004-08-28-20; 0.2193; 4.4922
2004-08-28-21; 0.2369; 4.2794
2004-08-28-22; 0.2572; 4.0898
2004-08-28-23; 0.2431; 4.5481
2004-08-29-00; 0.2265; 4.5474
2004-08-29-01; 0.2390; 4.6254
2004-08-29-02; 0.2540; 4.3113
2004-08-29-03; 0.2468; 4.5284
2004-08-29-06; 0.2436; 4.6050
2004-08-29-07; 0.2626; 4.4908
2004-08-29-08; 0.2564; 4.6917
2004-08-29-09; 0.2500; 4.7399
2004-08-29-10; 0.2716; 4.8887
2004-08-29-11; 0.2500; 4.6475
2004-08-29-12; 0.2686; 4.7080
2004-08-29-13; 0.2532; 4.6069
2004-08-29-14; 0.2532; 4.4750
2004-08-29-15; 0.2229; 4.5925
2004-08-29-16; 0.2468; 4.5425
2004-08-29-17; 0.3222; 3.0489
2004-08-29-18; 0.4674; 3.6612
2004-08-29-19; 0.5266; 4.2520
2004-08-29-20; 0.5952; 4.7555
2004-08-29-21; 0.6076; 4.8952
2004-08-29-22; 0.4508; 4.6428
2004-08-29-23; 0.3777; 4.5673
2004-08-30-00; 0.3326; 4.4771
2004-08-30-01; 0.2915; 4.3285
2004-08-30-02; 0.3804; 4.1490
2004-08-30-03; 0.3984; 4.4725
2004-08-30-04; 0.4386; 4.6480
2004-08-30-05; 0.4771; 4.7001
2004-08-30-06; 0.5209; 4.8436
2004-08-30-07; 0.4635; 4.7840
2004-08-30-08; 0.4427; 4.6839
2004-08-30-09; 0.3777; 4.6327
2004-08-30-10; 0.3536; 4.5575
2004-08-30-11; 0.3253; 4.6564
2004-08-30-12; 0.3101; 4.6821
2004-08-30-13; 0.2831; 4.6469
2004-08-30-14; 0.2595; 4.6742
2004-08-30-15; 0.2716; 4.7377
2004-08-30-16; 0.2500; 4.6663
2004-08-30-17; 0.2626; 4.0221
2004-08-30-18; 0.2915; 3.4745
2004-08-30-19; 0.5402; 4.0105
2004-08-30-20; 0.5190; 4.2383
2004-08-30-21; 0.3777; 4.0646
2004-08-30-22; 0.5435; 4.6989
2004-08-30-23; 0.7165; 5.0725
2004-08-31-00; 0.7704; 5.2204
2004-08-31-01; 0.6700; 5.4125
2004-08-31-02; 0.6306; 5.1333
2004-08-31-03; 0.5956; 5.0038
2004-08-31-04; 0.5802; 5.0634
2004-08-31-05; 0.4622; 4.8013
2004-08-31-06; 0.4064; 4.8497
2004-08-31-07; 0.3903; 4.6448
2004-08-31-08; 0.3670; 4.8367
2004-08-31-09; 0.3609; 4.5967
2004-08-31-10; 0.3793; 4.3777
2004-08-31-11; 0.3314; 4.6005
2004-08-31-12; 0.2898; 4.7358
2004-08-31-13; 0.2548; 4.6020
2004-08-31-14; 0.2817; 4.6172
2004-08-31-15; 0.2671; 4.6004
2004-08-31-16; 0.2234; 4.9460
2004-08-31-17; 0.2637; 4.6720
2004-08-31-18; 0.2211; 4.6583
2004-08-31-19; 0.2352; 4.9134
2004-08-31-20; 0.2460; 5.0168
2004-08-31-21; 0.2614; 4.5324
2004-08-31-22; 0.2076; 4.7964
2004-08-31-23; 0.2265; 5.0667
2004-09-01-00; 0.2234; 4.0786
2004-09-01-01; 0.2032; 5.2512
2004-09-01-02; 0.2071; 4.5282
2004-09-01-03; 0.2071; 4.2094
2004-09-01-04; 0.2274; 3.9718
2004-09-01-05; 0.2767; 2.7910
2004-09-01-06; 0.3453; 3.0828
2004-09-01-07; 0.3678; 3.5007
2004-09-01-08; 0.3250; 3.1240
2004-09-01-09; 0.3247; 2.8323
2004-09-01-10; 0.4183; 2.7290
2004-09-01-11; 0.3302; 2.7692
2004-09-01-12; 0.3359; 3.1673
2004-09-01-13; 0.3502; 3.0370
2004-09-01-14; 0.4386; 2.9943
2004-09-01-15; 0.3485; 3.0671
2004-09-01-16; 0.2767; 2.8647
2004-09-01-21; 0.2142; 3.3391
2004-09-01-22; 0.2119; 3.0291
2004-09-01-23; 0.2247; 3.0224
2004-09-02-00; 0.2402; 2.9914
2004-09-02-02; 0.3356; 2.9769
2004-09-02-04; 0.4199; 3.0858
2004-09-02-05; 0.5135; 3.1655
2004-09-02-06; 0.5701; 3.1541
2004-09-02-07; 0.5789; 3.1986
2004-09-02-08; 0.5925; 3.2855
2004-09-02-09; 0.6246; 3.3665
2004-09-02-10; 0.6148; 3.3947
2004-09-02-11; 0.5563; 3.3040
2004-09-02-12; 0.5128; 3.3501
2004-09-02-13; 0.5532; 3.3631
2004-09-02-14; 0.5832; 3.2683
2004-09-02-15; 0.5512; 3.1879
2004-09-02-16; 0.4336; 3.3226
2004-09-02-17; 0.4477; 3.3821
2004-09-02-18; 0.4578; 3.4633
2004-09-02-19; 0.4776; 3.2474
2004-09-02-20; 0.5128; 3.2863
2004-09-02-21; 0.5116; 3.3247
2004-09-02-22; 0.5349; 3.3552
2004-09-02-23; 0.5581; 3.2903
2004-09-03-00; 0.5479; 3.3555
2004-09-03-01; 0.5033; 3.3361
2004-09-03-02; 0.5049; 3.3307
2004-09-03-03; 0.4725; 3.3947
2004-09-03-04; 0.5544; 3.2123
2004-09-03-05; 0.5705; 3.2158
2004-09-03-06; 0.6009; 3.2129
2004-09-03-07; 0.6203; 3.2914
2004-09-03-08; 0.6540; 3.3408
2004-09-03-09; 0.6902; 3.2837
2004-09-03-10; 0.6515; 3.2484
2004-09-03-11; 0.6518; 3.3384
2004-09-03-12; 0.6006; 3.4194
2004-09-03-13; 0.6117; 3.5695
2004-09-03-14; 0.6532; 3.3826
2004-09-03-15; 0.6734; 3.3316
2004-09-03-16; 0.5823; 3.4935
2004-09-03-17; 0.5830; 3.6195
2004-09-03-18; 0.5771; 3.6916
2004-09-03-19; 0.5888; 3.6949
2004-09-03-20; 0.5993; 3.8538
2004-09-03-21; 0.5983; 3.8695
2004-09-03-22; 0.5799; 3.6562
2004-09-03-23; 0.5663; 3.8098
2004-09-04-00; 0.6072; 3.9137
2004-09-04-01; 0.5969; 3.7128
2004-09-04-02; 0.6242; 3.6422
2004-09-04-03; 0.5949; 3.5957
2004-09-04-04; 0.6918; 3.6293
2004-09-04-05; 0.7260; 3.6939
2004-09-04-06; 0.6903; 3.6190
2004-09-04-07; 0.6981; 3.5370
2004-09-04-08; 0.7267; 3.6762
2004-09-04-09; 0.7483; 3.5812
2004-09-04-10; 0.7249; 3.7449
2004-09-04-11; 0.6780; 3.7175
2004-09-04-12; 0.6527; 3.7399
2004-09-04-13; 0.6619; 3.8876
2004-09-04-14; 0.7120; 3.9219
2004-09-04-15; 0.7106; 3.7939
2004-09-04-16; 0.7185; 4.0742
2004-09-04-17; 0.6406; 4.1384
2004-09-04-18; 0.6067; 4.2398
2004-09-04-19; 0.6046; 4.3376
2004-09-04-20; 0.6099; 4.5862
2004-09-04-21; 0.6597; 4.6107
2004-09-04-22; 0.6555; 4.3926
2004-09-04-23; 0.6585; 4.1246
2004-09-05-00; 0.6736; 4.1628
2004-09-05-01; 0.7232; 4.1138
2004-09-05-02; 0.7528; 4.0536
2004-09-05-03; 0.7785; 3.9164
2004-09-05-04; 0.7958; 4.0219
2004-09-05-05; 0.8112; 3.8920
2004-09-05-06; 0.8599; 4.3028
2004-09-05-07; 0.8292; 4.1254
2004-09-05-08; 0.7598; 4.1180
2004-09-05-09; 0.7914; 4.0751
2004-09-05-10; 0.7730; 4.1972
2004-09-05-11; 0.8222; 4.3253
2004-09-05-12; 0.7874; 4.1608
2004-09-05-13; 0.8235; 4.3703
2004-09-05-14; 0.9043; 4.4124
2004-09-05-15; 0.8802; 4.4157
2004-09-05-16; 0.8011; 4.2879
2004-09-05-17; 0.7754; 4.5301
2004-09-05-18; 0.7345; 4.3909
2004-09-05-19; 0.8761; 4.5716
2004-09-05-20; 0.7691; 4.5172
2004-09-05-21; 0.8179; 4.4144
2004-09-05-22; 0.8072; 4.5024
2004-09-05-23; 0.8445; 4.8326
2004-09-06-00; 0.8661; 4.5743
2004-09-06-01; 0.9257; 4.5874
2004-09-06-02; 1.0185; 4.7252
2004-09-06-03; 1.1376; 4.7382
2004-09-06-04; 1.1192; 4.6461
2004-09-06-05; 1.2214; 4.8952
2004-09-06-06; 1.2645; 4.9912
2004-09-06-07; 1.2644; 4.9397
2004-09-06-08; 1.3791; 5.1127
2004-09-06-09; 1.3329; 5.2579
2004-09-06-10; 1.3120; 5.2902
2004-09-06-11; 1.2570; 5.2722
2004-09-06-12; 1.2801; 5.2890
2004-09-06-13; 1.1476; 5.0348
2004-09-06-14; 1.1790; 5.1715
2004-09-06-15; 1.2322; 5.1984
2004-09-06-17; 1.3316; 5.9393
2004-09-06-18; 1.2950; 5.8560
2004-09-06-19; 1.3133; 5.9222
2004-09-06-20; 1.4464; 6.3195
2004-09-06-21; 1.5828; 6.2787
2004-09-06-22; 1.4861; 5.9881
2004-09-06-23; 1.6767; 6.3744
2004-09-07-00; 1.7944; 6.2590
2004-09-07-01; 1.8255; 6.3799
2004-09-07-02; 1.8514; 6.3273
2004-09-07-03; 1.7276; 6.2581
2004-09-07-04; 1.6566; 6.0294
2004-09-07-05; 1.9439; 6.4398
2004-09-07-06; 1.7820; 6.3247
2004-09-07-07; 1.8714; 6.5987
2004-09-07-08; 1.6940; 6.4310
2004-09-07-09; 1.8785; 6.6976
2004-09-07-10; 1.5401; 6.2663
2004-09-07-11; 1.5998; 6.5491
2004-09-07-12; 1.5249; 6.4910
2004-09-07-13; 1.5728; 6.5490
2004-09-07-14; 1.3730; 6.0264
2004-09-07-15; 1.5500; 6.2982
2004-09-07-16; 1.3148; 6.3801
2004-09-07-17; 1.0546; 6.2381
2004-09-07-18; 1.1398; 6.5128
2004-09-07-19; 1.1216; 6.3671
2004-09-07-20; 0.9749; 6.2458
2004-09-07-21; 1.0652; 6.3202
2004-09-07-22; 1.0551; 6.2763
2004-09-07-23; 0.9361; 6.1912
2004-09-08-00; 0.9450; 6.0707
2004-09-08-01; 0.8739; 6.0706
2004-09-08-02; 0.8127; 5.8854
2004-09-08-03; 0.7523; 5.3704
2004-09-08-04; 0.7143; 5.0684
2004-09-08-05; 0.6819; 4.9773
2004-09-08-06; 0.6229; 4.6189
2004-09-08-07; 0.6924; 4.5634
2004-09-08-08; 0.6302; 4.4847
2004-09-08-09; 0.6466; 4.4405
2004-09-08-10; 0.5942; 4.4805
2004-09-08-11; 0.5431; 4.3574
2004-09-08-12; 0.5976; 4.3472
2004-09-08-13; 0.5490; 4.1525
2004-09-08-14; 0.6086; 4.0721
2004-09-08-15; 0.6099; 4.0037
2004-09-08-16; 0.5143; 4.3372
2004-09-08-17; 0.4657; 4.6462
2004-09-08-18; 0.4416; 4.5743
2004-09-08-19; 0.4185; 4.5516
2004-09-08-20; 0.4477; 4.6415
2004-09-08-21; 0.4044; 4.5500
2004-09-08-22; 0.3804; 4.5071
2004-09-08-23; 0.3491; 4.5379
2004-09-09-00; 0.3735; 4.6483
2004-09-09-01; 0.4054; 4.7570
2004-09-09-02; 0.3670; 4.6276
2004-09-09-03; 0.3882; 4.5765
2004-09-09-04; 0.3969; 4.6933
2004-09-09-05; 0.4218; 4.6085
2004-09-09-06; 0.4024; 4.2744
2004-09-09-07; 0.4622; 4.1266
2004-09-09-08; 0.4957; 4.0803
2004-09-09-09; 0.5678; 4.2635
2004-09-09-10; 0.5308; 3.9146
2004-09-09-11; 0.4838; 4.1268
2004-09-09-12; 0.5143; 4.1831
2004-09-09-13; 0.5385; 3.9960
2004-09-09-14; 0.5374; 3.9634
2004-09-09-15; 0.5364; 3.5983
2004-09-09-16; 0.3820; 3.9921
2004-09-09-17; 0.3609; 4.1894
2004-09-09-21; 0.4296; 2.9572
2004-09-09-22; 0.5353; 2.9988
2004-09-09-23; 0.6151; 3.0686
2004-09-10-00; 0.7188; 3.3301
2004-09-10-01; 0.6780; 3.3375
2004-09-10-02; 0.5497; 3.2064
2004-09-10-03; 0.4672; 3.2441
2004-09-10-04; 0.4809; 3.2637
2004-09-10-05; 0.5073; 3.4073
2004-09-10-06; 0.4600; 3.4433
2004-09-10-07; 0.4436; 3.4960
2004-09-10-08; 0.4298; 3.6189
2004-09-10-09; 0.3949; 3.7160
2004-09-10-10; 0.4127; 3.7775
2004-09-10-11; 0.3928; 3.7012
2004-09-10-12; 0.3775; 3.8418
2004-09-10-13; 0.4024; 3.8049
2004-09-10-14; 0.4452; 3.5451
2004-09-10-15; 0.5881; 3.3292
2004-09-10-16; 0.5754; 3.2224
2004-09-10-17; 0.5081; 3.2930
2004-09-10-18; 0.4508; 3.1029
2004-09-10-19; 0.4792; 2.9929
2004-09-10-20; 0.4199; 3.0845
2004-09-10-21; 0.4214; 3.2031
2004-09-10-22; 0.3882; 3.1219
2004-09-10-23; 0.4359; 2.9699
2004-09-11-00; 0.4256; 2.9430
2004-09-11-01; 0.4468; 2.9009
2004-09-11-02; 0.5743; 2.7738
2004-09-11-03; 0.5645; 2.8548
2004-09-11-04; 0.5588; 2.9782
2004-09-11-05; 0.4920; 3.1580
2004-09-11-06; 0.4098; 3.0896
2004-09-11-07; 0.4609; 3.1410
2004-09-11-08; 0.4846; 3.2872
2004-09-11-09; 0.4492; 3.3306
2004-09-11-10; 0.4266; 3.3730
2004-09-11-11; 0.4245; 3.6597
2004-09-11-12; 0.4166; 3.6759
2004-09-11-13; 0.4137; 3.5290
2004-09-11-14; 0.4441; 3.4765
2004-09-11-15; 0.5019; 3.3135
2004-09-11-16; 0.5186; 3.2706
2004-09-11-17; 0.5936; 3.3925
2004-09-11-19; 0.6261; 3.4787
2004-09-11-20; 0.6258; 3.4813
2004-09-11-21; 0.6484; 3.3305
2004-09-11-23; 0.6391; 3.9452
2004-09-12-00; 0.6792; 3.8294
2004-09-12-01; 0.6115; 3.7178
2004-09-12-02; 0.6655; 3.4639
2004-09-12-03; 0.8300; 3.2015
2004-09-12-04; 0.8980; 3.2007
2004-09-12-05; 1.1240; 3.3285
2004-09-12-06; 1.0372; 3.3186
2004-09-12-07; 1.1091; 3.3071
2004-09-12-08; 1.1403; 3.3960
2004-09-12-09; 1.0946; 3.4732
2004-09-12-10; 1.0238; 3.3528
2004-09-12-11; 0.9745; 3.3032
2004-09-12-12; 0.9529; 3.3563
2004-09-12-13; 1.0208; 3.3903
2004-09-12-14; 1.0467; 3.4469
2004-09-12-15; 1.0432; 3.6825
2004-09-12-16; 1.0547; 3.4719
2004-09-12-17; 1.0822; 3.4761
2004-09-12-18; 1.0692; 3.6008
2004-09-12-19; 0.9976; 3.4957
2004-09-12-20; 0.9666; 3.7720
2004-09-12-21; 0.9383; 3.6235
2004-09-12-22; 0.9732; 3.6571
2004-09-12-23; 0.9292; 3.5105
2004-09-13-00; 1.0781; 3.5377
2004-09-13-01; 1.1489; 3.4387
2004-09-13-02; 1.2785; 3.4625
2004-09-13-04; 1.4353; 3.7580
2004-09-13-05; 1.4102; 3.6579
2004-09-13-06; 1.3094; 3.5254
2004-09-13-07; 1.3964; 3.6443
2004-09-13-08; 1.3919; 3.6497
2004-09-13-09; 1.3844; 3.6611
2004-09-13-10; 1.3823; 3.7483
2004-09-13-11; 1.2667; 3.6471
2004-09-13-12; 1.3305; 3.7187
2004-09-13-13; 1.3320; 3.6972
2004-09-13-14; 1.3222; 4.0444
2004-09-13-15; 1.5255; 4.5576
2004-09-13-16; 1.8247; 5.1978
2004-09-13-17; 1.7068; 4.5823
2004-09-13-18; 1.5520; 3.8247
2004-09-13-19; 1.6418; 4.1378
2004-09-13-20; 1.8307; 4.7698
2004-09-13-21; 1.8734; 4.5644
2004-09-13-22; 2.0862; 4.5658
2004-09-13-23; 2.5004; 4.8889
2004-09-14-01; 2.3247; 4.8643
