time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2017-02-14-21; 1.3073; 4.4898
2017-02-14-22; 1.3563; 4.4691
2017-02-14-23; 1.2841; 4.4800
2017-02-15-00; 1.1872; 4.5541
2017-02-15-01; 1.2952; 4.6666
2017-02-15-02; 1.2530; 4.6055
2017-02-15-03; 1.1074; 4.4152
2017-02-15-04; 1.2143; 4.4500
2017-02-15-05; 1.2645; 4.4367
2017-02-15-06; 1.2678; 4.3733
2017-02-15-07; 1.2587; 4.3869
2017-02-15-08; 1.1998; 4.5062
2017-02-15-09; 1.0796; 4.3084
2017-02-15-10; 1.0342; 4.3604
2017-02-15-11; 1.0450; 4.2735
2017-02-15-12; 1.0288; 4.0250
2017-02-15-13; 1.0911; 3.9382
2017-02-15-14; 1.1885; 4.0375
2017-02-15-15; 1.2904; 4.2600
2017-02-15-16; 1.4358; 4.4657
2017-02-15-17; 1.6288; 4.8709
2017-02-15-18; 1.5926; 4.9120
2017-02-15-19; 1.9139; 5.4127
2017-02-15-20; 1.8610; 5.2814
2017-02-15-21; 2.1506; 5.7599
2017-02-15-22; 2.1802; 5.6291
2017-02-15-23; 2.2183; 5.8263
2017-02-16-00; 2.1900; 5.9462
2017-02-16-01; 2.3293; 6.0341
2017-02-16-02; 2.2589; 5.8720
2017-02-16-03; 2.1336; 5.8686
2017-02-16-04; 2.1831; 5.9048
2017-02-16-05; 1.9736; 5.7905
2017-02-16-06; 1.9214; 5.5823
2017-02-16-07; 2.0250; 5.7357
2017-02-16-08; 1.8617; 5.7537
2017-02-16-09; 2.0601; 5.7920
2017-02-16-10; 1.8791; 5.5696
2017-02-16-11; 2.0624; 5.8874
2017-02-16-12; 1.8847; 5.5036
2017-02-16-13; 1.7333; 5.5559
2017-02-16-14; 1.5782; 5.3750
2017-02-16-15; 1.7134; 5.6495
2017-02-16-16; 1.5045; 5.4448
2017-02-16-17; 1.5430; 5.4961
2017-02-16-18; 1.5337; 5.5449
2017-02-16-19; 1.4958; 5.6244
2017-02-16-20; 1.5376; 5.5243
2017-02-16-21; 1.3467; 5.4328
2017-02-16-22; 1.3728; 5.6162
2017-02-16-23; 1.3015; 5.3631
2017-02-17-00; 1.1818; 5.4613
2017-02-17-01; 1.2631; 5.5441
2017-02-17-02; 1.1261; 5.3556
2017-02-17-03; 1.0062; 5.2201
2017-02-17-04; 0.9957; 5.2195
2017-02-17-05; 0.8974; 5.0836
2017-02-17-06; 0.8237; 5.0434
2017-02-17-07; 0.7717; 4.9143
2017-02-17-08; 0.7453; 4.9633
2017-02-17-09; 0.7250; 5.0072
2017-02-17-10; 0.6698; 4.8616
2017-02-17-11; 0.5641; 4.5733
2017-02-17-12; 0.6164; 4.7597
2017-02-17-13; 0.6248; 4.6377
2017-02-17-14; 0.5740; 4.5523
2017-02-17-15; 0.5768; 4.0437
2017-02-17-16; 0.5228; 4.0312
2017-02-17-17; 0.6102; 3.7084
2017-02-17-18; 0.6366; 3.7606
2017-02-17-19; 0.6071; 3.6956
2017-02-17-20; 0.6555; 3.5678
2017-02-17-21; 0.7680; 3.6377
2017-02-17-22; 0.7626; 3.6431
2017-02-17-23; 0.8727; 3.7423
2017-02-18-00; 0.9028; 3.8548
2017-02-18-01; 0.8672; 4.0377
2017-02-18-02; 0.8665; 4.0758
2017-02-18-03; 0.7732; 4.1207
2017-02-18-04; 0.8614; 4.3334
2017-02-18-05; 0.9663; 4.4185
2017-02-18-06; 1.0012; 4.2966
2017-02-18-07; 0.8797; 4.2527
2017-02-18-08; 0.8799; 4.3674
2017-02-18-09; 0.8568; 4.4260
2017-02-18-10; 0.8104; 4.3197
2017-02-18-11; 0.8816; 3.9081
2017-02-18-12; 1.0911; 4.2072
2017-02-18-13; 1.2864; 4.4405
2017-02-18-14; 1.2810; 4.5273
2017-02-18-15; 1.2406; 4.5216
2017-02-18-16; 1.1927; 4.7099
2017-02-18-17; 1.2088; 4.6797
2017-02-18-18; 1.3360; 4.8194
2017-02-18-19; 1.2122; 4.7390
2017-02-18-20; 1.3388; 4.9307
2017-02-18-21; 1.2191; 4.9785
2017-02-18-22; 1.1686; 4.8319
2017-02-18-23; 1.1185; 4.7077
2017-02-19-00; 1.0475; 4.6427
2017-02-19-01; 1.1125; 4.8309
2017-02-19-02; 1.0259; 4.8013
2017-02-19-03; 1.1644; 4.9637
2017-02-19-04; 1.0987; 4.8979
2017-02-19-05; 1.1582; 5.0559
2017-02-19-06; 1.0778; 4.9849
2017-02-19-07; 1.0612; 4.7749
2017-02-19-08; 1.1041; 4.7018
2017-02-19-09; 1.0693; 4.5442
2017-02-19-10; 0.9838; 4.4832
2017-02-19-11; 0.9926; 4.5391
2017-02-19-12; 0.9553; 4.4524
2017-02-19-13; 0.9159; 4.4069
2017-02-19-14; 0.9930; 4.4374
2017-02-19-15; 0.9164; 4.1737
2017-02-19-16; 0.9140; 4.2252
2017-02-19-17; 0.9644; 4.3137
2017-02-19-18; 0.8579; 4.1797
2017-02-19-19; 0.8382; 4.0857
2017-02-19-20; 0.8990; 4.0501
2017-02-19-21; 0.8813; 4.2007
2017-02-19-22; 0.8302; 4.1598
2017-02-19-23; 0.8896; 4.2726
2017-02-20-00; 0.9113; 4.3071
2017-02-20-01; 1.0426; 4.6606
2017-02-20-02; 0.9657; 4.4579
2017-02-20-03; 1.0559; 4.4796
2017-02-20-04; 1.0332; 4.2924
2017-02-20-05; 1.1069; 4.3710
2017-02-20-06; 1.0876; 4.3404
2017-02-20-07; 1.2229; 4.4425
2017-02-20-08; 1.1654; 4.4988
2017-02-20-09; 1.2518; 4.5523
2017-02-20-10; 1.2735; 4.5401
2017-02-20-11; 1.2665; 4.5116
2017-02-20-12; 1.2816; 4.5663
2017-02-20-13; 1.3983; 4.6844
2017-02-20-14; 1.3918; 4.5768
2017-02-20-15; 1.4819; 4.7114
2017-02-20-16; 1.4943; 4.6505
2017-02-20-17; 1.6673; 4.7655
2017-02-20-18; 1.4206; 4.5903
2017-02-20-19; 1.4825; 4.6483
2017-02-20-20; 1.3942; 4.6331
2017-02-20-21; 1.6078; 4.8802
2017-02-20-22; 1.3759; 4.7247
2017-02-20-23; 1.4496; 4.8991
2017-02-21-00; 1.4937; 5.0347
2017-02-21-01; 1.3880; 4.8621
2017-02-21-02; 1.4368; 4.9110
2017-02-21-03; 1.2764; 4.7169
2017-02-21-04; 1.2134; 4.6772
2017-02-21-05; 1.1453; 4.7548
2017-02-21-06; 1.0612; 4.5829
2017-02-21-07; 1.0600; 4.7333
2017-02-21-08; 1.0069; 4.6845
2017-02-21-09; 1.0156; 4.8497
2017-02-21-10; 1.0398; 4.9359
2017-02-21-11; 1.1360; 4.3831
2017-02-21-12; 1.6591; 4.5495
2017-02-21-13; 2.0742; 5.2255
2017-02-21-14; 2.1370; 5.4698
2017-02-21-15; 2.1368; 5.7180
2017-02-21-16; 2.0235; 5.7147
2017-02-21-17; 1.8628; 5.6948
2017-02-21-18; 1.6216; 5.6965
2017-02-21-19; 1.7288; 5.7802
2017-02-21-20; 1.3434; 5.1467
2017-02-21-21; 1.3780; 5.1705
2017-02-21-22; 1.3521; 5.0447
2017-02-21-23; 1.2515; 4.8535
2017-02-22-00; 1.2327; 4.7473
2017-02-22-01; 1.1710; 4.6222
2017-02-22-02; 1.3267; 4.3213
2017-02-22-03; 1.2162; 4.3081
2017-02-22-04; 1.3152; 4.6168
2017-02-22-05; 1.1701; 4.5058
2017-02-22-06; 1.2141; 4.3579
2017-02-22-07; 1.7586; 4.7032
2017-02-22-08; 1.9260; 4.9747
2017-02-22-09; 2.3046; 5.3808
2017-02-22-10; 1.9100; 5.2927
2017-02-22-11; 1.9381; 5.1173
2017-02-22-12; 2.0411; 5.2353
2017-02-22-13; 2.0279; 5.4404
2017-02-22-14; 1.9332; 5.3572
2017-02-22-15; 2.0044; 5.3256
2017-02-22-16; 1.9647; 5.6338
2017-02-22-17; 1.7162; 5.3392
2017-02-22-18; 1.6987; 5.3841
2017-02-22-19; 1.5296; 5.1747
2017-02-22-20; 1.7810; 5.5310
2017-02-22-21; 1.5731; 5.2769
2017-02-22-22; 1.5551; 5.3102
2017-02-22-23; 1.5072; 5.2082
2017-02-23-00; 1.4775; 5.0777
2017-02-23-01; 1.5496; 5.0861
2017-02-23-02; 1.5248; 5.0505
2017-02-23-03; 1.5281; 5.0168
2017-02-23-04; 1.5549; 5.0167
2017-02-23-05; 1.5404; 5.0710
2017-02-23-06; 1.3290; 4.8934
2017-02-23-07; 1.3628; 4.9610
2017-02-23-08; 1.3972; 4.9521
2017-02-23-09; 1.3407; 4.9017
2017-02-23-10; 1.2692; 4.8385
2017-02-23-11; 1.1804; 4.7467
2017-02-23-12; 1.1130; 4.8074
2017-02-23-13; 1.0729; 4.8269
2017-02-23-14; 1.1810; 4.9345
2017-02-23-15; 1.1935; 4.8763
2017-02-23-16; 1.1094; 4.9254
2017-02-23-17; 1.2391; 5.1318
2017-02-23-18; 1.1454; 5.2068
2017-02-23-19; 1.1142; 5.1421
2017-02-23-20; 1.1209; 5.1534
2017-02-23-21; 1.1459; 5.1396
2017-02-23-22; 1.0040; 4.9508
2017-02-23-23; 0.9304; 5.0137
2017-02-24-00; 1.0090; 5.0557
2017-02-24-01; 0.8772; 4.9335
2017-02-24-02; 0.8430; 4.9686
2017-02-24-03; 0.8396; 4.9022
2017-02-24-04; 0.7560; 4.9365
2017-02-24-05; 0.7129; 4.7450
2017-02-24-06; 0.7182; 4.8216
2017-02-24-07; 0.6876; 4.5388
2017-02-24-08; 0.6941; 4.6171
2017-02-24-09; 0.6700; 4.4171
2017-02-24-10; 0.6588; 4.1772
2017-02-24-11; 0.6724; 4.2593
2017-02-24-12; 0.6238; 4.1272
2017-02-24-13; 0.7185; 4.1756
2017-02-24-14; 0.7374; 3.9334
2017-02-24-15; 0.8060; 3.8943
2017-02-24-16; 0.8480; 3.8732
2017-02-24-17; 0.9078; 3.9552
2017-02-24-18; 0.9083; 4.0882
2017-02-24-19; 0.8603; 4.1965
2017-02-24-20; 0.8667; 4.1987
2017-02-24-21; 0.8784; 4.2260
2017-02-24-22; 0.8794; 4.2551
2017-02-24-23; 0.8713; 4.3243
2017-02-25-00; 0.9102; 4.4453
2017-02-25-01; 0.9139; 4.5406
2017-02-25-02; 0.9174; 4.6731
2017-02-25-03; 0.8646; 4.5168
2017-02-25-04; 0.8240; 4.6749
2017-02-25-05; 0.8727; 4.7702
2017-02-25-06; 0.7877; 4.5361
2017-02-25-07; 0.7586; 4.6036
2017-02-25-08; 0.6877; 4.5441
2017-02-25-09; 0.6774; 4.5033
2017-02-25-10; 0.6344; 4.4774
2017-02-25-11; 0.5761; 4.3572
2017-02-25-12; 0.5820; 4.3671
2017-02-25-13; 0.5475; 4.2291
2017-02-25-14; 0.5566; 3.9798
2017-02-25-15; 0.5655; 3.6540
2017-02-25-16; 0.5813; 3.6912
2017-02-25-17; 0.5729; 3.6508
2017-02-25-18; 0.5394; 3.6292
2017-02-25-19; 0.4879; 3.5097
2017-02-25-20; 0.5041; 3.5207
2017-02-25-21; 0.4759; 3.5070
2017-02-25-22; 0.4965; 3.5340
2017-02-25-23; 0.5331; 3.6043
2017-02-26-00; 0.6095; 3.4904
2017-02-26-01; 0.7592; 3.7619
2017-02-26-02; 0.9908; 4.1249
2017-02-26-03; 1.2993; 4.6032
2017-02-26-04; 1.4874; 4.9560
2017-02-26-05; 1.4843; 4.9734
2017-02-26-06; 1.4540; 4.9563
2017-02-26-07; 1.5512; 5.2211
2017-02-26-08; 1.4294; 4.9858
2017-02-26-09; 1.5329; 5.1103
2017-02-26-10; 1.4962; 5.0341
2017-02-26-11; 1.5556; 5.1904
2017-02-26-12; 1.4228; 4.7838
2017-02-26-13; 1.3843; 4.7855
2017-02-26-14; 1.3507; 4.7457
2017-02-26-15; 1.5120; 4.7976
2017-02-26-16; 1.4257; 4.8151
2017-02-26-17; 1.5258; 4.7978
2017-02-26-18; 1.4744; 4.9245
2017-02-26-19; 1.5532; 4.9476
2017-02-26-20; 1.5625; 5.0042
2017-02-26-21; 1.4937; 4.9569
2017-02-26-22; 1.6331; 5.0773
2017-02-26-23; 1.7765; 5.1381
2017-02-27-00; 1.5474; 5.0604
2017-02-27-01; 1.5291; 4.8247
2017-02-27-02; 1.5959; 5.0519
2017-02-27-03; 1.8081; 5.1657
2017-02-27-04; 1.9091; 5.2331
2017-02-27-05; 1.8948; 5.3116
2017-02-27-06; 1.9739; 5.3096
2017-02-27-07; 2.0760; 5.4215
2017-02-27-08; 1.9841; 5.2560
2017-02-27-09; 1.8939; 5.2306
2017-02-27-10; 2.0255; 5.3481
2017-02-27-11; 2.2489; 5.4627
2017-02-27-12; 2.2162; 5.5804
2017-02-27-13; 2.3065; 5.6624
2017-02-27-14; 2.1028; 5.5233
2017-02-27-15; 2.0040; 5.4703
2017-02-27-16; 1.9799; 5.6419
2017-02-27-17; 1.9667; 5.5193
2017-02-27-18; 2.0316; 5.4672
2017-02-27-19; 2.1754; 5.5506
2017-02-27-20; 1.8677; 5.5407
2017-02-27-21; 1.7130; 5.4159
2017-02-27-22; 1.5551; 5.2080
2017-02-27-23; 1.6055; 5.4062
2017-02-28-00; 1.5628; 5.5704
2017-02-28-01; 1.5705; 5.5034
2017-02-28-02; 1.3837; 5.2835
2017-02-28-03; 1.3614; 5.1637
2017-02-28-04; 1.2327; 5.0783
2017-02-28-05; 1.3094; 5.2903
2017-02-28-06; 1.3152; 5.0386
2017-02-28-07; 1.3156; 4.9755
2017-02-28-08; 1.4361; 5.0927
2017-02-28-09; 1.7088; 5.5279
2017-02-28-10; 1.6555; 5.4217
2017-02-28-11; 1.5337; 5.2686
2017-02-28-12; 1.6319; 5.4211
2017-02-28-13; 1.6167; 5.2562
2017-02-28-14; 1.7358; 5.5321
2017-02-28-15; 1.6523; 5.1474
2017-02-28-16; 1.4561; 5.0955
2017-02-28-17; 1.3237; 4.8608
2017-02-28-18; 1.1977; 4.7290
2017-02-28-19; 1.3121; 4.9571
2017-02-28-20; 1.1138; 4.7630
2017-02-28-21; 1.0667; 4.8388
2017-02-28-22; 1.1245; 4.9056
2017-02-28-23; 1.1013; 4.8118
2017-03-01-00; 1.1238; 4.8068
2017-03-01-01; 1.0830; 4.7834
2017-03-01-02; 1.1975; 4.9490
2017-03-01-03; 1.1718; 4.9983
2017-03-01-04; 1.0858; 4.6302
2017-03-01-05; 1.1085; 4.4826
2017-03-01-06; 1.1048; 4.4247
2017-03-01-07; 1.0656; 4.4604
2017-03-01-08; 1.0721; 4.4557
2017-03-01-09; 1.1012; 4.5442
2017-03-01-10; 1.1473; 4.4045
2017-03-01-11; 1.1055; 4.4681
2017-03-01-12; 1.1117; 4.4182
2017-03-01-13; 1.2275; 4.6748
2017-03-01-14; 1.2747; 4.5077
2017-03-01-15; 1.1778; 4.5419
2017-03-01-16; 1.1687; 4.4642
2017-03-01-17; 1.2723; 4.7785
2017-03-01-18; 1.2746; 4.8838
2017-03-01-19; 1.2509; 4.8623
2017-03-01-20; 1.2502; 4.9060
2017-03-01-21; 1.2188; 4.9575
2017-03-01-22; 1.1119; 5.1335
2017-03-01-23; 1.0632; 4.8805
2017-03-02-00; 0.9988; 4.8525
2017-03-02-01; 0.9207; 4.7957
2017-03-02-02; 0.9404; 4.9803
2017-03-02-03; 0.8933; 5.0613
2017-03-02-04; 0.8814; 5.0917
2017-03-02-05; 0.8918; 5.1223
2017-03-02-06; 0.8577; 5.1621
2017-03-02-07; 0.9061; 5.3467
2017-03-02-08; 0.9242; 5.1906
2017-03-02-09; 0.8710; 5.2985
2017-03-02-10; 0.8310; 5.2311
2017-03-02-11; 0.8952; 5.3943
2017-03-02-12; 0.8558; 5.1590
2017-03-02-13; 0.8853; 5.3603
2017-03-02-14; 0.8263; 5.2831
2017-03-02-15; 0.7681; 5.2474
2017-03-02-16; 0.7258; 5.0927
2017-03-02-17; 0.7773; 5.1832
2017-03-02-18; 0.7776; 4.8190
2017-03-02-19; 1.0708; 4.4353
2017-03-02-20; 1.4200; 4.8031
2017-03-02-21; 1.8268; 5.2562
2017-03-02-22; 2.1313; 5.8190
2017-03-02-23; 2.5257; 6.2164
2017-03-03-00; 2.3812; 6.1116
2017-03-03-01; 2.5585; 6.2322
2017-03-03-02; 2.5286; 6.1527
2017-03-03-03; 2.4001; 6.0958
2017-03-03-04; 2.3873; 6.1081
2017-03-03-05; 2.4923; 6.3059
2017-03-03-06; 2.2545; 5.9319
2017-03-03-07; 2.6391; 6.4169
2017-03-03-08; 2.4404; 6.1752
2017-03-03-09; 2.2269; 5.9477
2017-03-03-10; 2.3206; 5.9658
2017-03-03-11; 2.3665; 5.9669
2017-03-03-12; 2.4772; 5.9302
2017-03-03-13; 2.7470; 6.1813
2017-03-03-14; 2.6432; 5.9351
2017-03-03-15; 2.6576; 6.0825
2017-03-03-16; 2.8205; 6.2614
2017-03-03-17; 2.8692; 6.3242
2017-03-03-18; 3.2778; 6.6030
2017-03-03-19; 2.9343; 6.3261
2017-03-03-20; 3.3549; 6.6471
2017-03-03-21; 2.9069; 6.4386
2017-03-03-22; 3.1811; 6.7240
2017-03-03-23; 3.2033; 6.7593
2017-03-04-00; 3.0943; 6.7692
2017-03-04-01; 2.9525; 6.6455
2017-03-04-02; 3.2464; 6.7466
2017-03-04-03; 3.6819; 7.0205
2017-03-04-04; 3.8837; 7.1548
2017-03-04-05; 3.3139; 6.6876
2017-03-04-06; 3.5345; 7.2416
2017-03-04-07; 3.4500; 7.1353
2017-03-04-08; 3.6111; 7.2792
2017-03-04-09; 3.9448; 7.6240
2017-03-04-10; 3.6888; 7.2738
2017-03-04-11; 3.4204; 6.9536
2017-03-04-12; 3.0329; 6.6436
2017-03-04-13; 3.5985; 6.9912
2017-03-04-14; 3.0579; 6.5478
2017-03-04-15; 3.2614; 6.8556
2017-03-04-16; 3.0956; 6.8648
2017-03-04-17; 3.0671; 6.7614
2017-03-04-18; 3.1589; 6.6734
2017-03-04-19; 3.0409; 6.6656
2017-03-04-20; 3.1529; 6.5214
2017-03-04-21; 2.9589; 6.3685
2017-03-04-22; 2.9266; 6.4823
2017-03-04-23; 2.8959; 6.4105
2017-03-05-00; 2.7645; 6.2868
2017-03-05-01; 2.4740; 6.1982
2017-03-05-02; 2.5621; 6.1842
2017-03-05-03; 2.6945; 6.3028
2017-03-05-04; 2.5065; 6.2004
2017-03-05-05; 2.5427; 6.3529
2017-03-05-06; 2.4454; 6.1825
2017-03-05-07; 2.3578; 6.1534
2017-03-05-08; 2.7879; 6.4674
2017-03-05-10; 2.5998; 6.2071
2017-03-05-11; 2.6398; 6.4178
2017-03-05-12; 2.6399; 6.4129
2017-03-05-13; 2.6609; 6.3924
2017-03-05-14; 2.6013; 6.1321
2017-03-05-15; 2.6831; 6.3559
2017-03-05-16; 2.5403; 6.1743
2017-03-05-17; 2.7691; 6.4034
2017-03-05-18; 2.6860; 6.0870
2017-03-05-19; 2.6671; 6.2187
2017-03-05-20; 2.3430; 5.9387
2017-03-05-21; 2.6414; 6.3415
2017-03-05-22; 2.4880; 6.2226
2017-03-05-23; 2.8973; 6.3779
2017-03-06-00; 2.5904; 6.2744
2017-03-06-01; 2.6245; 6.0476
2017-03-06-02; 2.7768; 6.3578
2017-03-06-03; 2.5026; 6.0115
2017-03-06-04; 2.7497; 6.2248
2017-03-06-05; 2.7162; 6.2484
2017-03-06-06; 2.9619; 6.4152
2017-03-06-07; 2.8728; 6.5662
2017-03-06-08; 2.9599; 6.6178
2017-03-06-09; 3.1304; 6.8330
2017-03-06-10; 3.0555; 6.6567
2017-03-06-11; 3.0853; 6.9367
2017-03-06-12; 3.2108; 6.9976
2017-03-06-13; 3.3554; 6.8788
2017-03-06-14; 3.2253; 7.0208
2017-03-06-15; 3.3693; 7.2683
2017-03-06-16; 3.4625; 6.9892
2017-03-06-17; 3.3044; 7.0074
2017-03-06-18; 3.2588; 7.0165
2017-03-06-19; 2.9321; 6.7604
2017-03-06-20; 3.1615; 7.1705
2017-03-06-21; 3.2540; 7.4173
2017-03-06-22; 2.9415; 6.9826
2017-03-06-23; 3.0097; 6.9797
2017-03-07-00; 2.7908; 6.8115
2017-03-07-01; 2.7572; 6.7897
2017-03-07-02; 2.5381; 6.7961
2017-03-07-03; 2.2650; 6.2096
2017-03-07-04; 2.3956; 6.2323
2017-03-07-05; 2.3390; 5.9407
2017-03-07-06; 2.4532; 6.0754
2017-03-07-07; 2.4860; 6.1753
2017-03-07-08; 2.6099; 6.2851
2017-03-07-09; 2.4395; 6.1114
2017-03-07-10; 2.3172; 5.9724
2017-03-07-11; 2.2822; 5.9676
2017-03-07-12; 2.3213; 6.0127
2017-03-07-13; 2.2292; 5.8966
2017-03-07-14; 2.4036; 6.0009
2017-03-07-15; 2.4913; 6.2290
2017-03-07-16; 2.2920; 6.2507
2017-03-07-17; 2.1014; 5.9712
2017-03-07-18; 2.1147; 6.0170
2017-03-07-19; 2.0502; 6.0617
2017-03-07-20; 2.1714; 6.0930
2017-03-07-21; 2.0143; 6.2106
2017-03-07-22; 1.8538; 5.9443
2017-03-07-23; 1.8958; 6.1675
2017-03-08-00; 1.7314; 5.9321
2017-03-08-01; 1.8054; 6.0744
2017-03-08-02; 1.6752; 6.0372
2017-03-08-03; 1.5376; 6.0148
2017-03-08-04; 1.6363; 6.2400
2017-03-08-05; 1.5980; 6.0796
2017-03-08-06; 1.5074; 5.9861
2017-03-08-07; 1.4890; 6.0843
2017-03-08-08; 1.4935; 5.8957
2017-03-08-09; 1.3651; 5.9049
2017-03-08-10; 1.4523; 5.9289
2017-03-08-11; 1.3876; 5.7856
2017-03-08-12; 1.3586; 5.7657
2017-03-08-13; 1.3091; 5.7330
2017-03-08-14; 1.2823; 5.6081
2017-03-08-15; 1.2703; 5.5794
2017-03-08-16; 1.2367; 5.5118
2017-03-08-17; 1.2247; 5.3384
2017-03-08-18; 1.3004; 5.6742
2017-03-08-19; 1.3157; 5.5655
2017-03-08-20; 1.3463; 5.7452
2017-03-08-21; 1.2406; 5.6046
2017-03-08-22; 1.2768; 5.5512
2017-03-08-23; 1.1932; 5.7017
2017-03-09-00; 1.1916; 5.8395
2017-03-09-01; 1.1937; 5.5611
2017-03-09-02; 1.1666; 5.6028
2017-03-09-03; 1.1125; 5.4463
2017-03-09-04; 1.0952; 5.5465
2017-03-09-05; 1.1011; 5.3268
2017-03-09-06; 1.0104; 5.0574
2017-03-09-07; 1.0450; 4.7774
2017-03-09-08; 1.1121; 4.8864
2017-03-09-09; 1.1593; 4.8194
2017-03-09-10; 1.1364; 4.8719
2017-03-09-11; 1.2027; 4.9338
2017-03-09-12; 1.1970; 4.7070
2017-03-09-13; 1.2308; 4.7602
2017-03-09-14; 1.2374; 4.8231
2017-03-09-15; 1.1733; 4.6822
2017-03-09-16; 1.2120; 4.6657
2017-03-09-17; 1.1779; 4.6637
2017-03-09-18; 1.2591; 4.7894
2017-03-09-19; 1.0923; 4.7653
2017-03-09-20; 1.1112; 4.7565
2017-03-09-21; 1.0412; 4.7053
2017-03-09-22; 1.1482; 4.7876
2017-03-09-23; 1.1307; 4.7893
2017-03-10-00; 1.0830; 4.8828
2017-03-10-01; 1.0861; 4.7269
2017-03-10-03; 1.0584; 4.8641
2017-03-10-04; 0.9482; 4.7523
2017-03-10-05; 0.9865; 4.8373
2017-03-10-06; 0.9622; 4.8438
2017-03-10-07; 0.9960; 4.9082
2017-03-10-08; 0.9454; 4.9601
2017-03-10-09; 0.9245; 4.8405
2017-03-10-10; 1.0107; 5.0163
2017-03-10-11; 0.9915; 5.0302
2017-03-10-12; 0.9973; 5.0927
2017-03-10-13; 0.9195; 4.8788
2017-03-10-14; 0.9161; 5.0396
2017-03-10-15; 0.8725; 5.0626
2017-03-10-16; 0.8242; 4.9105
2017-03-10-17; 0.8327; 4.8077
2017-03-10-18; 0.8143; 4.8031
2017-03-10-19; 0.8504; 4.7949
2017-03-10-20; 0.8585; 4.8701
2017-03-10-21; 0.8645; 4.5815
2017-03-10-22; 0.8536; 4.6107
2017-03-10-23; 0.8140; 4.5027
2017-03-11-00; 0.8429; 4.6749
2017-03-11-01; 0.7962; 4.6956
2017-03-11-02; 0.8160; 4.5798
2017-03-11-03; 0.8292; 4.8216
2017-03-11-04; 0.8142; 4.7932
2017-03-11-05; 0.7823; 4.7822
2017-03-11-06; 0.7975; 4.9231
2017-03-11-07; 0.8364; 4.7200
2017-03-11-08; 0.8148; 4.6343
2017-03-11-09; 0.7962; 4.7185
2017-03-11-10; 0.7882; 4.4788
2017-03-11-11; 0.7581; 4.3620
2017-03-11-12; 0.8693; 4.4827
2017-03-11-13; 0.8557; 4.6115
2017-03-11-14; 0.8707; 4.5303
2017-03-11-15; 0.8639; 4.2131
2017-03-11-16; 0.8567; 4.2188
2017-03-11-17; 0.8237; 4.2180
2017-03-11-18; 0.8347; 4.1104
2017-03-11-19; 0.8689; 4.0562
2017-03-11-20; 0.8343; 4.1394
2017-03-11-21; 0.8388; 4.1499
2017-03-11-22; 0.8077; 4.2516
2017-03-11-23; 0.8012; 4.1659
2017-03-12-00; 0.7891; 4.2543
2017-03-12-01; 0.7596; 4.1117
2017-03-12-02; 0.7407; 4.0578
2017-03-12-03; 0.7229; 4.0412
2017-03-12-04; 0.7508; 4.1270
2017-03-12-05; 0.7452; 4.1699
2017-03-12-06; 0.7678; 4.2870
2017-03-12-07; 0.7397; 4.2078
2017-03-12-08; 0.7274; 4.2568
2017-03-12-09; 0.7663; 4.4567
2017-03-12-10; 0.8012; 4.3627
2017-03-12-11; 0.8146; 4.4649
2017-03-12-12; 0.8277; 4.4315
2017-03-12-13; 0.7309; 4.3826
2017-03-12-14; 0.7787; 4.2708
2017-03-12-15; 0.8583; 4.0142
2017-03-12-16; 0.9640; 4.1455
2017-03-12-17; 1.0109; 4.1227
2017-03-12-18; 1.1467; 4.2076
2017-03-12-19; 1.1582; 4.4188
2017-03-12-20; 1.0771; 4.5009
2017-03-12-21; 1.0487; 4.5555
2017-03-12-22; 1.0399; 4.5964
2017-03-12-23; 0.9572; 4.4994
2017-03-13-00; 0.9351; 4.4178
2017-03-13-01; 0.8610; 4.4543
2017-03-13-02; 1.1329; 5.2976
2017-03-13-03; 1.9614; 6.5856
2017-03-13-04; 2.0879; 6.4658
2017-03-13-05; 2.1261; 6.0856
2017-03-13-06; 1.9927; 5.8953
2017-03-13-07; 2.0909; 6.0355
2017-03-13-08; 1.6280; 5.4438
2017-03-13-09; 1.7144; 5.6647
2017-03-13-10; 1.4955; 5.3073
2017-03-13-11; 1.4450; 5.4816
2017-03-13-12; 1.3566; 5.3519
2017-03-13-13; 1.3903; 5.5300
2017-03-13-14; 1.3877; 5.6738
2017-03-13-15; 1.3996; 5.6341
2017-03-13-16; 1.2566; 5.5478
2017-03-13-17; 1.2856; 4.8444
2017-03-13-18; 1.2408; 4.6901
2017-03-13-19; 1.2420; 4.7210
2017-03-13-20; 1.0964; 4.6275
2017-03-13-21; 1.2123; 4.5893
2017-03-13-22; 1.1258; 4.4401
2017-03-13-23; 1.1693; 4.2564
2017-03-14-00; 1.2712; 4.4434
2017-03-14-01; 1.1757; 4.2622
2017-03-14-02; 1.2366; 4.3563
2017-03-14-03; 1.3103; 4.4549
2017-03-14-04; 1.4145; 4.4677
2017-03-14-05; 1.4033; 4.7078
2017-03-14-06; 1.6351; 5.1010
2017-03-14-07; 1.6517; 4.9510
2017-03-14-08; 1.5582; 5.0295
2017-03-14-09; 1.6141; 4.9385
2017-03-14-10; 1.7150; 5.1021
2017-03-14-11; 2.0284; 5.3142
2017-03-14-12; 2.3878; 5.6962
2017-03-14-13; 2.2430; 5.7122
2017-03-14-14; 2.3721; 5.8006
