time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2013-08-31-01; 0.4742; 5.4329
2013-08-31-02; 0.4454; 4.8951
2013-08-31-03; 0.4885; 4.9864
2013-08-31-04; 0.5197; 4.7410
2013-08-31-05; 0.5001; 4.9034
2013-08-31-06; 0.5011; 5.1581
2013-08-31-07; 0.5342; 4.3668
2013-08-31-08; 0.5897; 3.7809
2013-08-31-09; 0.7557; 3.7222
2013-08-31-10; 0.8218; 3.6733
2013-08-31-11; 0.8800; 3.9554
2013-08-31-12; 0.9274; 4.0062
2013-08-31-13; 0.7640; 3.9264
2013-08-31-14; 0.7387; 4.0279
2013-08-31-15; 0.6813; 3.9394
2013-08-31-16; 0.6251; 3.9806
2013-08-31-17; 0.6102; 4.3473
2013-08-31-18; 0.6221; 4.8793
2013-08-31-19; 0.5157; 4.3938
2013-08-31-20; 0.5302; 5.2621
2013-08-31-21; 0.5927; 5.4421
2013-08-31-22; 0.6146; 4.8513
2013-08-31-23; 0.6550; 4.0147
2013-09-01-00; 0.7394; 3.7498
2013-09-01-01; 0.8480; 3.7829
2013-09-01-02; 0.7297; 4.0365
2013-09-01-03; 0.8128; 4.2116
2013-09-01-04; 0.8872; 4.2574
2013-09-01-05; 0.8079; 4.2686
2013-09-01-06; 0.7761; 4.2472
2013-09-01-07; 0.6938; 4.4880
2013-09-01-08; 0.6579; 4.7660
2013-09-01-09; 0.5764; 4.6374
2013-09-01-10; 0.6581; 5.5592
2013-09-01-11; 0.6581; 6.2332
2013-09-01-12; 0.5668; 5.1968
2013-09-01-13; 0.5712; 4.2334
2013-09-01-14; 0.5405; 4.0458
2013-09-01-15; 0.5759; 4.3617
2013-09-01-16; 0.5409; 4.2990
2013-09-01-17; 0.5570; 4.7627
2013-09-01-18; 0.5217; 5.2041
2013-09-01-19; 0.5285; 5.6365
2013-09-01-20; 0.6013; 6.5771
2013-09-01-21; 0.5566; 6.6204
2013-09-01-22; 0.5415; 6.7653
2013-09-01-23; 0.5329; 5.5727
2013-09-02-00; 0.6353; 4.1147
2013-09-02-01; 0.6670; 3.9011
2013-09-02-02; 0.6697; 4.1581
2013-09-02-03; 0.6370; 4.1060
2013-09-02-04; 0.6014; 4.4470
2013-09-02-05; 0.6081; 4.3433
2013-09-02-06; 0.5864; 4.7709
2013-09-02-07; 0.5922; 4.7160
2013-09-02-08; 0.5378; 5.3501
2013-09-02-09; 0.5453; 5.4851
2013-09-02-10; 0.5293; 6.0484
2013-09-02-11; 0.5318; 6.1795
2013-09-02-12; 0.5376; 7.5335
2013-09-02-13; 0.4534; 7.5474
2013-09-02-14; 0.4865; 5.9115
2013-09-02-15; 0.4784; 5.8707
2013-09-02-16; 0.4528; 5.7726
2013-09-02-17; 0.4391; 5.9221
2013-09-02-18; 0.4301; 7.8623
2013-09-02-19; 0.4574; 8.2594
2013-09-02-20; 0.4100; 8.5475
2013-09-02-21; 0.4173; 8.3911
2013-09-02-22; 0.4639; 8.2535
2013-09-02-23; 0.4044; 5.2118
2013-09-03-00; 0.5833; 3.6432
2013-09-03-01; 0.6849; 3.7704
2013-09-03-02; 0.6970; 4.0693
2013-09-03-03; 0.7281; 4.0769
2013-09-03-04; 0.6535; 3.7047
2013-09-03-05; 0.6909; 3.5257
2013-09-03-06; 0.7041; 3.5099
2013-09-03-07; 0.7515; 3.5286
2013-09-03-08; 0.6814; 3.6129
2013-09-03-09; 0.6026; 3.6897
2013-09-03-10; 0.5501; 3.6822
2013-09-03-11; 0.4771; 3.8291
2013-09-03-12; 0.5015; 3.9064
2013-09-03-13; 0.4541; 4.1562
2013-09-03-14; 0.3887; 3.9703
2013-09-03-15; 0.3879; 3.9683
2013-09-03-16; 0.3356; 4.1607
2013-09-03-17; 0.3777; 4.5446
2013-09-03-18; 0.3433; 4.3726
2013-09-03-19; 0.3241; 5.1462
2013-09-03-20; 0.2942; 5.2495
2013-09-03-21; 0.2806; 6.5461
2013-09-03-22; 0.2966; 7.9864
2013-09-03-23; 0.3465; 7.8635
2013-09-04-00; 0.4147; 3.6657
2013-09-04-01; 0.3867; 3.9553
2013-09-04-02; 0.4326; 4.1202
2013-09-04-03; 0.4331; 4.1619
2013-09-04-04; 0.4049; 4.4517
2013-09-04-05; 0.4432; 4.3645
2013-09-04-06; 0.4537; 4.2687
2013-09-04-07; 0.4336; 4.3362
2013-09-04-08; 0.4347; 4.0305
2013-09-04-09; 0.4488; 3.8267
2013-09-04-10; 0.4168; 4.1919
2013-09-04-11; 0.4078; 4.2496
2013-09-04-12; 0.4105; 4.7271
2013-09-04-13; 0.3584; 4.4814
2013-09-04-14; 0.3694; 5.3799
2013-09-04-15; 0.3956; 6.1385
2013-09-04-16; 0.3656; 5.6270
2013-09-04-17; 0.3395; 6.5255
2013-09-04-18; 0.3485; 6.6813
2013-09-04-19; 0.3841; 6.6045
2013-09-04-20; 0.3615; 8.0520
2013-09-04-21; 0.3287; 8.5061
2013-09-04-22; 0.4159; 7.9908
2013-09-04-23; 0.3686; 8.3364
2013-09-05-00; 0.3756; 8.3272
2013-09-05-01; 0.3651; 8.0084
2013-09-05-02; 0.4044; 7.6225
2013-09-05-03; 0.4218; 7.4817
2013-09-05-04; 0.4492; 7.8431
2013-09-05-05; 0.4648; 7.3419
2013-09-05-06; 0.4857; 7.8440
2013-09-05-07; 0.4284; 6.8059
2013-09-05-08; 0.4641; 6.5506
2013-09-05-09; 0.4534; 6.4486
2013-09-05-10; 0.4784; 5.7450
2013-09-05-11; 0.5126; 6.1116
2013-09-05-12; 0.4497; 5.8125
2013-09-05-13; 0.4924; 5.1410
2013-09-05-14; 0.4902; 5.2678
2013-09-05-15; 0.4813; 5.1860
2013-09-05-16; 0.4920; 5.4246
2013-09-05-17; 0.4503; 4.9522
2013-09-05-18; 0.4613; 5.2433
2013-09-05-19; 0.4492; 4.5202
2013-09-05-20; 0.4838; 4.5524
2013-09-05-21; 0.5061; 5.1413
2013-09-05-22; 0.5088; 5.3070
2013-09-05-23; 0.4735; 5.0282
2013-09-06-00; 0.4308; 5.1431
2013-09-06-01; 0.4190; 5.1195
2013-09-06-02; 0.4691; 5.8781
2013-09-06-03; 0.4263; 5.8024
2013-09-06-04; 0.4156; 5.7507
2013-09-06-05; 0.4438; 5.9982
2013-09-06-06; 0.4521; 5.4701
2013-09-06-07; 0.5015; 5.8102
2013-09-06-08; 0.5081; 6.0827
2013-09-06-09; 0.4735; 5.7178
2013-09-06-10; 0.4301; 6.4511
2013-09-06-11; 0.4811; 5.6893
2013-09-06-12; 0.4336; 5.4585
2013-09-06-13; 0.4287; 5.6078
2013-09-06-14; 0.4361; 5.8305
2013-09-06-15; 0.4526; 5.7375
2013-09-06-16; 0.4767; 5.6016
2013-09-06-17; 0.4556; 5.8759
2013-09-06-18; 0.4059; 5.8542
2013-09-06-19; 0.4719; 6.2002
2013-09-06-20; 0.6743; 3.4075
2013-09-06-21; 0.8496; 3.7309
2013-09-06-22; 0.7480; 4.5771
2013-09-06-23; 0.6334; 5.0104
2013-09-07-00; 0.6445; 5.0576
2013-09-07-01; 0.6011; 5.3874
2013-09-07-02; 0.6310; 5.5448
2013-09-07-03; 0.6392; 5.7530
2013-09-07-04; 0.6348; 6.0175
2013-09-07-05; 0.5857; 5.4767
2013-09-07-06; 0.6113; 5.2936
2013-09-07-07; 0.6977; 5.4714
2013-09-07-08; 0.6016; 5.2802
2013-09-07-09; 0.6951; 5.0624
2013-09-07-10; 0.6555; 5.0229
2013-09-07-11; 0.6629; 5.3710
2013-09-07-12; 0.6632; 5.7327
2013-09-07-13; 0.6422; 5.3629
2013-09-07-14; 0.8090; 6.5518
2013-09-07-15; 0.6990; 6.2841
2013-09-07-16; 0.6810; 5.9025
2013-09-07-17; 0.7104; 5.9380
2013-09-07-18; 0.8223; 6.5109
2013-09-07-19; 0.7835; 5.6429
2013-09-07-20; 0.7402; 6.5706
2013-09-07-21; 0.7433; 6.5106
2013-09-07-22; 0.7341; 6.4221
2013-09-07-23; 0.7869; 6.6555
2013-09-08-00; 0.8038; 6.4215
2013-09-08-01; 0.7769; 5.2440
2013-09-08-02; 0.7960; 5.6865
2013-09-08-03; 0.7263; 5.6119
2013-09-08-04; 0.8426; 6.8582
2013-09-08-05; 0.8042; 6.5899
2013-09-08-06; 0.7544; 6.1833
2013-09-08-07; 0.7507; 5.8091
2013-09-08-08; 0.7702; 5.9497
2013-09-08-09; 0.8152; 6.0829
2013-09-08-10; 0.7514; 5.9452
2013-09-08-11; 0.8299; 6.2503
2013-09-08-12; 0.7767; 6.0255
2013-09-08-13; 0.8130; 6.1865
2013-09-08-14; 0.7907; 6.1937
2013-09-08-15; 0.8616; 5.9501
2013-09-08-16; 0.8412; 6.0523
2013-09-08-17; 0.8423; 6.2511
2013-09-08-18; 0.9242; 6.3662
2013-09-08-19; 0.8553; 5.9387
2013-09-08-20; 0.9542; 6.5065
2013-09-08-21; 0.8508; 5.9588
2013-09-08-22; 0.9812; 5.1802
2013-09-08-23; 1.0136; 5.8691
2013-09-09-00; 0.8980; 5.6058
2013-09-09-01; 0.8950; 6.1794
2013-09-09-02; 0.9011; 6.1383
2013-09-09-03; 0.8439; 5.9248
2013-09-09-04; 0.9301; 5.9596
2013-09-09-05; 0.8638; 6.0336
2013-09-09-06; 0.8911; 5.8295
2013-09-09-07; 0.8224; 5.3824
2013-09-09-08; 0.8194; 5.6420
2013-09-09-09; 0.7456; 5.1507
2013-09-09-10; 0.7988; 5.4808
2013-09-09-11; 0.8228; 5.4855
2013-09-09-12; 0.7691; 5.5637
2013-09-09-13; 0.8326; 5.7332
2013-09-09-14; 0.7592; 5.6051
2013-09-09-15; 0.7874; 5.5504
2013-09-09-16; 0.7363; 5.2187
2013-09-09-17; 0.7589; 5.0788
2013-09-09-18; 0.7736; 5.0598
2013-09-09-19; 0.7185; 4.9781
2013-09-09-20; 0.7206; 4.9867
2013-09-09-21; 0.7930; 5.1149
2013-09-09-22; 0.7665; 4.9761
2013-09-09-23; 0.7877; 4.7365
2013-09-10-00; 0.8057; 4.7033
2013-09-10-01; 0.8707; 4.2912
2013-09-10-02; 0.8830; 4.2344
2013-09-10-03; 0.9708; 4.3931
2013-09-10-04; 0.9538; 4.4888
2013-09-10-05; 0.9998; 4.7138
2013-09-10-06; 0.9453; 4.6031
2013-09-10-07; 0.9958; 4.6175
2013-09-10-08; 1.0174; 4.6624
2013-09-10-09; 1.0038; 4.6633
2013-09-10-10; 1.0265; 4.6130
2013-09-10-11; 1.0489; 4.5385
2013-09-10-12; 1.1037; 4.5502
2013-09-10-13; 1.0785; 4.6542
2013-09-10-14; 1.0147; 4.5763
2013-09-10-15; 1.0543; 4.5723
2013-09-10-16; 0.9768; 4.7263
2013-09-10-17; 1.0242; 4.7725
2013-09-10-18; 0.9802; 4.6474
2013-09-10-19; 1.0454; 4.6291
2013-09-10-20; 1.0856; 4.5379
2013-09-10-21; 1.2194; 4.3138
2013-09-10-22; 1.2305; 4.6847
2013-09-10-23; 1.1323; 4.5935
2013-09-11-00; 1.1723; 4.5679
2013-09-11-01; 1.3405; 4.8345
2013-09-11-02; 1.3795; 4.8623
2013-09-11-03; 1.3205; 4.8189
2013-09-11-04; 1.2951; 4.9225
2013-09-11-05; 1.1548; 4.9124
2013-09-11-06; 1.1828; 5.0462
2013-09-11-07; 1.2954; 5.3003
2013-09-11-08; 1.1771; 5.3596
2013-09-11-09; 1.2553; 5.3380
2013-09-11-10; 1.2248; 5.2830
2013-09-11-11; 1.2581; 5.2235
2013-09-11-12; 1.1752; 5.0852
2013-09-11-13; 1.1337; 4.7792
2013-09-11-14; 1.0943; 4.8486
2013-09-11-15; 1.0666; 4.5945
2013-09-11-16; 1.0840; 4.7834
2013-09-11-17; 1.1071; 5.0282
2013-09-11-18; 1.0971; 5.1090
2013-09-11-19; 1.1518; 5.3362
2013-09-11-20; 1.0020; 5.0139
2013-09-11-21; 1.0828; 5.2822
2013-09-11-22; 1.0716; 5.2009
2013-09-11-23; 0.9725; 5.0735
2013-09-12-00; 1.0223; 5.3853
2013-09-12-01; 0.9856; 5.4280
2013-09-12-02; 0.9730; 5.4666
2013-09-12-03; 0.8921; 5.4269
2013-09-12-04; 0.8698; 5.6063
2013-09-12-05; 0.9156; 5.5545
2013-09-12-06; 0.9956; 5.8743
2013-09-12-07; 0.9819; 5.9134
2013-09-12-08; 1.0135; 5.8781
2013-09-12-09; 0.9998; 5.6902
2013-09-12-10; 1.0902; 6.1754
2013-09-12-11; 1.0886; 6.2120
2013-09-12-12; 1.0767; 6.1074
2013-09-12-13; 1.0281; 5.8204
2013-09-12-14; 1.0611; 5.9232
2013-09-12-15; 1.0048; 5.9154
2013-09-12-16; 0.9676; 5.7016
2013-09-12-17; 1.0155; 6.0818
2013-09-12-18; 0.9455; 6.1342
2013-09-12-19; 0.9606; 6.1768
2013-09-12-20; 0.9911; 6.5645
2013-09-12-21; 0.9647; 6.0642
2013-09-12-22; 0.9874; 6.2280
2013-09-12-23; 1.0702; 6.5862
2013-09-13-00; 1.0351; 6.2195
2013-09-13-01; 1.1118; 6.2884
2013-09-13-02; 1.0267; 6.2775
2013-09-13-03; 1.0263; 6.4796
2013-09-13-04; 0.9698; 6.4330
2013-09-13-05; 1.0193; 6.8982
2013-09-13-06; 0.8902; 6.5994
2013-09-13-07; 0.8727; 6.7959
2013-09-13-08; 0.8157; 6.9900
2013-09-13-09; 0.8519; 7.1955
2013-09-13-10; 0.6991; 6.0894
2013-09-13-11; 0.7772; 6.0610
2013-09-13-12; 0.7453; 5.9189
2013-09-13-13; 0.6880; 6.0391
2013-09-13-14; 0.6596; 6.0863
2013-09-13-15; 0.5878; 5.6204
2013-09-13-16; 0.6585; 6.8613
2013-09-13-17; 0.6293; 6.5353
2013-09-13-18; 0.6355; 7.0867
2013-09-13-19; 0.6131; 6.3895
2013-09-13-20; 0.6029; 7.0073
2013-09-13-21; 0.6841; 7.2211
2013-09-13-22; 0.7225; 7.4189
2013-09-13-23; 0.6911; 7.5019
2013-09-14-00; 0.7111; 7.2186
2013-09-14-01; 0.7844; 7.4729
2013-09-14-02; 0.6983; 7.3024
2013-09-14-03; 0.6915; 7.0334
2013-09-14-04; 0.6397; 7.1726
2013-09-14-05; 0.5811; 6.6553
2013-09-14-06; 0.6558; 5.8789
2013-09-14-07; 0.6444; 4.8086
2013-09-14-08; 0.6238; 4.7858
2013-09-14-09; 0.6304; 4.8049
2013-09-14-10; 0.6467; 4.4335
2013-09-14-11; 0.6059; 4.2379
2013-09-14-12; 0.5994; 4.0447
2013-09-14-13; 0.6046; 4.5385
2013-09-14-14; 0.5586; 4.0981
2013-09-14-15; 0.5055; 4.2360
2013-09-14-16; 0.4918; 4.5754
2013-09-14-17; 0.4916; 4.8162
2013-09-14-18; 0.4176; 5.1730
2013-09-14-19; 0.4345; 7.0461
2013-09-14-20; 0.4563; 7.7698
2013-09-14-21; 0.4245; 7.9924
2013-09-14-22; 0.4436; 7.8717
2013-09-14-23; 0.3966; 7.8208
2013-09-15-00; 0.4066; 7.7904
2013-09-15-01; 0.4209; 6.9212
2013-09-15-02; 0.4801; 5.7944
2013-09-15-03; 0.5501; 5.1519
2013-09-15-04; 0.5694; 5.0047
2013-09-15-05; 0.6567; 5.3540
2013-09-15-06; 0.6411; 5.2539
2013-09-15-07; 0.6036; 5.2716
2013-09-15-08; 0.6889; 5.3613
2013-09-15-09; 0.7165; 5.9301
2013-09-15-10; 0.6578; 5.4982
2013-09-15-11; 0.6623; 6.3163
2013-09-15-12; 0.6115; 6.3893
2013-09-15-13; 0.6135; 6.4411
2013-09-15-14; 0.6676; 6.0946
2013-09-15-15; 0.7243; 4.8670
2013-09-15-16; 0.7850; 4.4238
2013-09-15-17; 0.8478; 4.2683
2013-09-15-18; 0.8811; 4.3031
2013-09-15-19; 0.8074; 4.1080
2013-09-15-20; 0.8192; 4.6860
2013-09-15-21; 0.8632; 4.5184
2013-09-15-22; 0.8395; 4.5523
2013-09-15-23; 0.9126; 4.9471
2013-09-16-00; 0.9221; 5.0029
2013-09-16-01; 0.8893; 4.6277
2013-09-16-02; 0.9112; 4.7143
2013-09-16-03; 0.8982; 4.6286
2013-09-16-04; 0.9342; 4.8870
2013-09-16-05; 0.9602; 4.7376
2013-09-16-06; 0.9924; 4.7889
2013-09-16-07; 0.9818; 4.7051
2013-09-16-08; 1.0774; 4.7432
2013-09-16-09; 0.9772; 4.8755
2013-09-16-10; 0.8198; 4.8552
2013-09-16-11; 0.8653; 5.0904
2013-09-16-12; 0.9162; 5.3096
2013-09-16-13; 0.9038; 5.2311
2013-09-16-14; 0.8702; 5.1404
2013-09-16-15; 0.8133; 4.9060
2013-09-16-16; 0.8487; 4.7473
2013-09-16-17; 0.9054; 4.7821
2013-09-16-18; 0.8607; 4.6837
2013-09-16-19; 0.8417; 4.6204
2013-09-16-20; 0.9145; 4.7022
2013-09-16-21; 0.9220; 4.6161
2013-09-16-22; 0.9664; 4.5603
2013-09-16-23; 1.2343; 4.6326
2013-09-17-00; 1.1352; 4.9778
2013-09-17-01; 1.1153; 5.1118
2013-09-17-02; 0.9793; 5.0727
2013-09-17-03; 1.0055; 5.0654
2013-09-17-04; 1.0334; 4.9126
2013-09-17-05; 1.2281; 4.9343
2013-09-17-06; 1.1339; 4.7814
2013-09-17-07; 1.0660; 4.9668
2013-09-17-08; 1.0640; 4.7875
2013-09-17-09; 1.0039; 4.8851
2013-09-17-10; 0.8862; 4.9899
2013-09-17-11; 0.8999; 5.0476
2013-09-17-12; 0.9061; 5.0497
2013-09-17-13; 0.8625; 5.0856
2013-09-17-14; 0.8757; 5.1433
2013-09-17-15; 0.8576; 4.8977
2013-09-17-16; 0.8584; 4.7389
2013-09-17-17; 1.0121; 4.6034
2013-09-17-18; 0.9487; 4.8140
2013-09-17-19; 1.0290; 4.4970
2013-09-17-20; 0.9788; 4.3639
2013-09-17-21; 1.2043; 4.5120
2013-09-17-22; 1.1727; 4.4652
2013-09-17-23; 1.2559; 4.5954
2013-09-18-00; 1.1895; 4.7938
2013-09-18-01; 1.2172; 4.9244
2013-09-18-02; 1.1822; 4.7858
2013-09-18-03; 1.3354; 4.8765
2013-09-18-04; 1.3478; 4.9427
2013-09-18-05; 1.4280; 5.1216
2013-09-18-06; 1.4966; 5.0295
2013-09-18-07; 1.5605; 5.1337
2013-09-18-08; 1.5823; 5.2832
2013-09-18-09; 1.6314; 5.1014
2013-09-18-10; 1.4098; 5.1319
2013-09-18-11; 1.4735; 5.2007
2013-09-18-12; 1.4813; 5.2199
2013-09-18-13; 1.5872; 5.6554
2013-09-18-14; 1.8156; 5.7084
2013-09-18-15; 1.9581; 5.7057
2013-09-18-16; 1.8644; 5.6936
2013-09-18-17; 1.9542; 5.5386
2013-09-18-18; 1.8785; 5.7177
2013-09-18-19; 1.8948; 5.8487
2013-09-18-20; 1.8661; 5.8526
2013-09-18-21; 1.9414; 6.0425
2013-09-18-22; 1.8493; 5.9047
2013-09-18-23; 1.7378; 5.9542
2013-09-19-00; 1.7339; 6.1199
2013-09-19-01; 1.8290; 6.4615
2013-09-19-02; 1.7517; 6.3537
2013-09-19-03; 1.6863; 6.1003
2013-09-19-04; 1.8154; 6.0872
2013-09-19-05; 1.9285; 6.1364
2013-09-19-06; 1.8333; 6.0279
2013-09-19-07; 1.9284; 6.2737
2013-09-19-08; 1.9805; 6.4042
2013-09-19-09; 1.8319; 6.3335
2013-09-19-10; 1.8626; 6.1880
2013-09-19-11; 1.7310; 5.9938
2013-09-19-12; 1.8957; 6.2099
2013-09-19-13; 1.7231; 5.9892
2013-09-19-14; 1.7765; 6.0128
2013-09-19-15; 1.6541; 6.0012
2013-09-19-16; 1.8126; 6.1720
2013-09-19-17; 1.7264; 6.1135
2013-09-19-18; 1.6285; 5.9196
2013-09-19-19; 1.6356; 6.2050
2013-09-19-20; 1.6042; 5.4721
2013-09-19-21; 1.8298; 5.9537
2013-09-19-22; 1.7434; 5.9168
2013-09-19-23; 1.9492; 6.1907
2013-09-20-00; 1.8749; 6.1857
2013-09-20-01; 1.9057; 6.2475
2013-09-20-02; 1.9371; 6.1042
2013-09-20-03; 1.7732; 6.1872
2013-09-20-04; 1.8840; 6.3883
2013-09-20-05; 1.9288; 6.2688
2013-09-20-06; 1.8139; 6.2758
2013-09-20-07; 1.9176; 6.5851
2013-09-20-08; 1.6521; 6.2445
2013-09-20-09; 1.7045; 6.4557
2013-09-20-10; 1.6840; 6.5145
2013-09-20-11; 1.6412; 6.4205
2013-09-20-12; 1.6195; 6.4845
2013-09-20-13; 1.5176; 6.5688
2013-09-20-14; 1.5480; 6.5694
2013-09-20-15; 1.4683; 6.4352
2013-09-20-16; 1.4745; 6.4916
2013-09-20-17; 1.3512; 6.1579
2013-09-20-18; 1.2937; 5.7401
2013-09-20-19; 1.2694; 5.7767
2013-09-20-20; 1.2666; 6.0069
2013-09-20-21; 1.3372; 6.3616
2013-09-20-22; 1.2965; 6.3601
2013-09-20-23; 1.3865; 6.5136
2013-09-21-00; 1.4855; 6.5252
2013-09-21-01; 1.5813; 6.4289
2013-09-21-02; 1.5587; 6.3382
2013-09-21-03; 1.4064; 6.1546
2013-09-21-04; 1.5469; 6.1996
2013-09-21-05; 1.4518; 6.3499
2013-09-21-06; 1.3901; 6.1593
2013-09-21-07; 1.5421; 6.5181
2013-09-21-08; 1.3981; 6.3924
2013-09-21-09; 1.4602; 6.4193
2013-09-21-10; 1.4239; 6.8304
2013-09-21-11; 1.3970; 6.7934
2013-09-21-12; 1.2078; 6.5675
2013-09-21-13; 1.2628; 6.8179
2013-09-21-14; 1.2147; 6.8866
2013-09-21-15; 1.1524; 6.6611
2013-09-21-16; 1.1240; 6.9504
2013-09-21-17; 1.1296; 6.9287
2013-09-21-18; 1.1838; 6.8503
2013-09-21-19; 1.1772; 6.9057
2013-09-21-20; 1.2758; 7.0413
2013-09-21-21; 1.1369; 6.9616
2013-09-21-22; 1.2310; 7.2645
2013-09-21-23; 1.2466; 7.2059
2013-09-22-00; 1.1692; 7.1199
2013-09-22-01; 1.0151; 7.0114
2013-09-22-02; 1.0417; 7.0395
2013-09-22-03; 1.0710; 6.8213
2013-09-22-04; 0.9946; 6.8735
2013-09-22-05; 1.0042; 6.5015
2013-09-22-06; 1.1253; 6.2918
2013-09-22-07; 1.0527; 5.4138
2013-09-22-08; 1.0646; 5.2275
2013-09-22-09; 0.9966; 4.7331
2013-09-22-10; 0.9992; 4.7824
2013-09-22-11; 0.9677; 4.5754
2013-09-22-12; 0.9223; 4.2141
2013-09-22-13; 0.9145; 4.3474
2013-09-22-14; 0.8889; 4.4295
2013-09-22-15; 0.7814; 4.1273
2013-09-22-16; 0.8225; 4.1702
2013-09-22-17; 0.7876; 4.2743
2013-09-22-18; 0.7602; 4.2766
2013-09-22-19; 0.7063; 4.4277
2013-09-22-20; 0.7507; 4.4022
2013-09-22-21; 0.7745; 4.8619
2013-09-22-22; 0.6575; 4.0749
2013-09-22-23; 0.7678; 4.0815
2013-09-23-00; 0.8976; 4.3381
2013-09-23-01; 0.8946; 4.6916
2013-09-23-02; 0.8240; 4.8381
2013-09-23-03; 0.6475; 4.7048
2013-09-23-04; 0.6243; 5.0457
2013-09-23-05; 0.5996; 5.4606
2013-09-23-06; 0.5670; 5.4444
2013-09-23-07; 0.5404; 5.4599
2013-09-23-08; 0.5368; 6.0638
2013-09-23-09; 0.5230; 5.9873
2013-09-23-10; 0.5444; 5.9330
2013-09-23-11; 0.4965; 5.9994
2013-09-23-12; 0.5450; 6.4421
2013-09-23-13; 0.5266; 6.3500
2013-09-23-14; 0.4928; 6.7130
2013-09-23-15; 0.5149; 6.7458
2013-09-23-16; 0.5137; 6.6969
2013-09-23-17; 0.5623; 6.4282
2013-09-23-18; 0.5155; 6.1533
2013-09-23-19; 0.5966; 6.2917
2013-09-23-20; 0.6250; 6.2336
2013-09-23-21; 0.5689; 6.1590
2013-09-23-22; 0.5893; 6.4815
2013-09-23-23; 0.5503; 5.6865
2013-09-24-00; 0.6676; 3.9914
2013-09-24-01; 0.7528; 3.8899
2013-09-24-02; 0.7673; 3.7260
2013-09-24-03; 0.8350; 3.6669
2013-09-24-04; 0.6909; 3.8187
2013-09-24-05; 0.6264; 3.8231
2013-09-24-06; 0.5883; 4.0794
2013-09-24-07; 0.5620; 4.3427
2013-09-24-08; 0.5976; 4.5141
2013-09-24-09; 0.6489; 4.9549
2013-09-24-10; 0.6014; 4.5094
2013-09-24-11; 0.7573; 5.1103
2013-09-24-12; 0.7092; 4.6278
2013-09-24-13; 0.7461; 5.2734
2013-09-24-14; 0.7887; 5.3495
2013-09-24-15; 0.8248; 5.2327
2013-09-24-16; 0.8048; 4.8689
2013-09-24-17; 0.8683; 5.1030
2013-09-24-18; 0.7928; 5.0458
2013-09-24-19; 0.6991; 5.1487
2013-09-24-20; 0.7597; 5.7578
2013-09-24-21; 0.6712; 5.3234
2013-09-24-22; 0.7316; 5.2901
2013-09-24-23; 0.6994; 5.5929
2013-09-25-00; 0.6493; 5.1742
2013-09-25-01; 0.7147; 4.4055
2013-09-25-02; 0.7750; 4.3574
2013-09-25-03; 1.0498; 4.2686
2013-09-25-04; 1.0588; 4.3867
2013-09-25-05; 1.0190; 4.1854
2013-09-25-06; 1.0218; 4.2562
2013-09-25-07; 0.9876; 4.4306
2013-09-25-08; 0.8509; 4.4832
2013-09-25-09; 0.8236; 4.3868
2013-09-25-10; 0.8507; 4.1951
2013-09-25-11; 0.8370; 4.3567
2013-09-25-12; 0.8676; 4.3280
2013-09-25-13; 0.8491; 4.1567
2013-09-25-14; 0.8805; 4.1441
2013-09-25-15; 0.8822; 4.0785
2013-09-25-16; 0.9094; 3.9872
2013-09-25-17; 0.9656; 4.0109
2013-09-25-18; 0.9141; 3.9870
2013-09-25-19; 0.9848; 3.8758
2013-09-25-20; 1.0914; 4.0510
2013-09-25-21; 0.9462; 4.0333
2013-09-25-22; 0.9250; 3.9868
2013-09-25-23; 0.8855; 4.1871
2013-09-26-00; 0.8077; 4.1250
2013-09-26-01; 0.7870; 4.0415
2013-09-26-02; 0.8124; 3.9156
2013-09-26-03; 0.8073; 3.9249
2013-09-26-04; 0.8481; 3.8843
2013-09-26-05; 0.8311; 3.8340
2013-09-26-06; 0.8270; 3.7984
2013-09-26-07; 0.8060; 3.8032
2013-09-26-08; 0.7535; 3.7955
2013-09-26-09; 0.8263; 3.7803
2013-09-26-10; 0.8931; 3.8598
2013-09-26-11; 0.8635; 3.8408
2013-09-26-12; 0.7755; 3.8037
2013-09-26-13; 0.8181; 3.9103
2013-09-26-14; 0.8379; 3.8661
2013-09-26-15; 0.7727; 3.9350
2013-09-26-16; 0.7800; 3.8413
2013-09-26-17; 0.7319; 3.7534
2013-09-26-18; 0.7128; 3.7474
2013-09-26-19; 0.6397; 3.6913
2013-09-26-20; 0.6524; 3.6286
2013-09-26-21; 0.7750; 3.5035
2013-09-26-22; 1.0333; 3.6595
2013-09-26-23; 1.1404; 3.9178
2013-09-27-00; 1.0750; 4.0685
2013-09-27-01; 1.1739; 4.1972
2013-09-27-02; 1.3210; 4.3066
2013-09-27-03; 1.4268; 4.4998
2013-09-27-04; 1.4754; 4.6691
2013-09-27-05; 1.5378; 4.6375
2013-09-27-06; 1.4623; 4.5740
2013-09-27-07; 1.1980; 4.4707
2013-09-27-08; 1.1460; 4.6619
2013-09-27-09; 1.2587; 5.1604
2013-09-27-10; 1.2447; 5.1250
2013-09-27-11; 1.2472; 5.4412
2013-09-27-12; 1.1689; 5.3554
2013-09-27-13; 1.1555; 5.4643
2013-09-27-14; 1.1742; 5.8779
2013-09-27-15; 1.1557; 5.5358
2013-09-27-16; 1.1846; 5.6101
